"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Delta"
"533","A","FLOCCARI","6","0","0","0","0","0","0","0","0","0","0","0","0","29","6","2.6315789474"
"2267","A","ANTENUCCI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","29","6.5","0.03947368419999986"
"2179","P","SIRIGU","7","0","2","1","0","0","0","0","0","0","0","0","0","29","8","2.75"
"552","D","MORETTI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","29","6.5","3.0921052632"
"2288","D","N'KOULOU","6","0","0","0","0","0","0","0","0","0","0","0","0","29","6","-0.06578947369999977"
"487","D","DE SILVESTRI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","29","5.5","-0.5131578947"
"706","D","ANSALDI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","29","5.5","1.3026315788999998"
"2205","C","BERENGUER","5","0","0","0","0","0","0","0","0","0","0","0","0","29","5","1.4342105262999998"
"555","C","ACQUAH","4.5","0","0","0","0","0","0","0","0","0","0","0","0","29","4.5","1.0657894737000002"
"405","C","VALDIFIORI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","29","5.5","3.5657894736999998"
"238","C","RINCON","5","0","0","0","0","0","0","0","0","0","0","0","0","29","5","-0.6710526316000003"
"441","A","BELOTTI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","29","9.5","3.7894736842"
"475","A","IAGO FALQUE","5","0","0","0","0","0","0","1","0","0","0","0","0","29","5","-2.1184210525999996"
"575","D","ADNAN","5.5","0","0","0","0","0","1","0","0","0","0","0","0","29","5.5","1.8684210526"
"578","D","DANILO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","29","5.5","0.5657894736999998"
"2315","D","STRYGER LARSEN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","29","5.5","0.8289473683999997"
"790","D","SAMIR","5.5","0","0","0","0","0","0","0","0","0","0","0","0","29","5.5","0.8026315788999998"
"1987","C","JANKTO","5","0","0","0","0","0","0","0","0","0","0","0","0","29","5","-1.0921052631999997"
"1996","C","DE PAUL","6","0","0","0","0","0","0","0","0","0","0","0","0","29","6","-0.2763157894999999"
"1986","C","FOFANA","6.5","1","0","0","0","0","0","0","0","0","0","0","0","29","9.5","5.25"
"813","C","BALIC","6","0","0","0","0","0","0","0","0","0","0","0","0","29","6","2.8552631579"
"2302","C","BEHRAMI","6","0","0","0","0","0","0","0","0","0","0","0","0","29","6","2.7236842105"
"2172","C","BARAK","5.5","0","0","0","0","0","0","1","0","0","0","0","0","29","5.5","-0.5526315788999998"
"605","A","PERICA","5","0","0","0","0","0","0","0","0","0","0","0","0","29","5","1.6710526315999998"
"2271","P","NICOLAS","6","0","5","0","0","0","0","0","0","0","0","0","0","29","1","-3.0131578947"
"621","D","ROMULO","6","0","0","0","0","0","0","0","0","0","0","0","0","29","6","-0.1973684211000002"
"45","D","FERRARI A","4.5","0","0","0","0","0","0","1","0","0","0","0","0","29","4.5","0.8289473684000002"
"2274","C","VALOTI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","29","5.5","1.4210526316000003"
"633","A","FARES","4.5","0","0","0","0","0","0","0","0","0","0","0","0","29","4.5","0.23684210530000005"
"610","P","GOLLINI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","5.4868421053"
"2160","D","GOSENS","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.5657894737"
"2130","D","HATEBOER","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.2894736841999999"
"2197","D","CASTAGNE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","2.3289473684"
"15","D","MASIELLO A","7","1","0","0","0","0","0","0","0","0","0","0","0","30","10","4.5789473684"
"2181","D","PALOMINO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","2.2894736842"
"695","D","TOLOI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.3289473683999997"
"788","C","FREULER","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","0.3684210525999996"
"779","C","CRISTANTE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.9868421053"
"22","C","DE ROON","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.01315789469999995"
"26","A","GOMEZ A","7","0","0","0","0","0","0","0","0","1","0","0","0","30","8","1.9342105263000002"
"2719","A","BARROW","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.7368421053"
"383","A","PETAGNA","7","1","0","0","0","0","0","1","0","0","0","1","0","30","10","5.0657894737"
"787","D","DJIMSITI","4","0","0","0","0","0","0","0","0","0","0","0","0","30","4","-0.3947368421000004"
"2646","C","SANDRO","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","3.1710526316"
"1995","C","DJURICIC","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","2.9736842105"
"333","C","CATALDI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","30","9.5","5.1052631579"
"2040","A","LOMBARDI","6.5","0","0","0","0","0","0","0","0","1","0","0","0","30","7.5","4.8947368421"
"2249","P","SANTURRO","6.5","0","1","0","0","0","0","1","0","0","0","0","0","30","5.5","5.3552631579"
"50","D","MBAYE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.1052631579"
"615","D","HELANDER","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","1.0263157895"
"224","D","DE MAIO","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.8684210525999996"
"1857","C","DI FRANCESCO F","6.5","0","0","0","0","0","0","0","0","1","0","0","0","30","7.5","3.5263157895"
"669","C","DONSAH","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","0.8684210525999996"
"1858","C","KREJCI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","4.1973684211"
"374","C","POLI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.8684210525999996"
"644","C","PULGAR","7","1","0","0","0","0","0","1","0","0","0","0","0","30","10","4.8684210526"
"376","C","VERDI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.5526315788999998"
"280","A","PALACIO","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","0.6315789474000004"
"2167","A","ORSOLINI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.5"
"2178","P","CRAGNO","6","0","4","0","0","0","0","0","0","0","0","0","0","30","2","-1.6578947367999999"
"1866","D","CEPPITELLI","4.5","0","0","0","0","0","0","0","0","0","0","0","0","30","4.5","0.03947368419999986"
"2279","D","ROMAGNA","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.4736842105"
"301","D","PADOIN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.15789473680000032"
"1870","C","BARELLA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.48684210530000005"
"1871","C","DEIOLA","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","2.9605263158"
"1872","C","DESSENA","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.4078947368"
"247","A","PAVOLETTI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.5"
"1882","A","SAU","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","1.0"
"413","P","SORRENTINO","7","0","1","0","0","0","0","0","0","0","0","0","0","30","6","1.0263157895"
"169","D","TOMOVIC","6.5","0","0","0","0","0","0","1","0","0","0","0","0","30","6.5","2.1315789474000004"
"2141","D","DEPAOLI","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","3.1052631579"
"105","D","GOBBI","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.3947368421"
"2285","D","BANI","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","3.5657894737"
"99","D","CACCIATORE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.7631578947"
"112","C","CASTRO","7","1","0","0","0","0","0","0","0","0","0","0","0","30","10","5.7105263158"
"111","C","BIRSA","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.1973684211000002"
"702","C","GIACCHERINI","6.5","0","0","0","0","0","0","0","0","1","0","0","0","30","7.5","4.5263157895"
"115","C","HETEMAJ","7","1","0","0","0","0","0","0","0","0","0","1","0","30","10","4.6842105263"
"118","C","RADOVANOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.5263157894999999"
"2327","A","STEPINSKI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","1.6710526315999998"
"123","A","INGLESE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.18421052630000023"
"1891","D","CECCHERINI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.25"
"1865","D","CAPUANO","5","0","0","0","0","0","0","0","1","0","0","0","0","30","5","1.2236842105"
"1933","C","MANDRAGORA","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","-0.23684210530000005"
"789","A","TROTTA","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","-0.8421052631999997"
"4","P","SPORTIELLO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.5"
"2309","D","PEZZELLA GER","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","0.5263157894999999"
"2087","D","OLIVERA M","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","4.9736842105"
"141","D","LAURINI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","2.1052631579"
"2165","D","VITOR HUGO","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.9473684211"
"2215","C","VERETOUT","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","-0.43421052630000023"
"2659","C","DABO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","4.8684210526000005"
"2290","C","EYSSERIC","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","3.1184210526"
"2002","C","CHIESA","7","1","0","0","0","0","0","0","0","0","0","0","0","30","10","3.4868421053"
"150","C","SAPONARA","7","0","0","0","0","0","0","0","0","1","0","0","0","30","8","5.065789473700001"
"2061","A","SIMEONE","7","1","0","0","0","0","0","0","0","0","0","1","0","30","10","2.7894736842"
"218","P","PERIN","6","0","1","0","0","0","0","0","0","0","0","0","0","30","5","0.0"
"78","D","SPOLLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","2.0921052632"
"2083","D","BIRASCHI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","1.9078947367999999"
"493","D","ZUKANOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.1052631578999996"
"366","C","BERTOLACCI","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","0.8552631578999996"
"433","C","HILJEMARK","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","3.0921052632"
"438","C","RIGONI L","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","1.7236842105"
"235","C","LAXALT","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.6710526316000003"
"236","C","LAZOVIC","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","2.6710526316"
"2658","C","MEDEIROS","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","4.0526315789"
"1939","A","LAPADULA","5.5","0","0","0","1","1","0","0","0","0","0","0","0","30","5.5","0.8026315788999998"
"245","A","PANDEV","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","0.02631578949999991"
"250","P","HANDANOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.5"
"257","D","MIRANDA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.5789473683999997"
"798","D","SKRINIAR","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.5921052631999997"
"262","D","SANTON","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.7894736842"
"2310","D","CANCELO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","2.1578947368000003"
"253","D","D'AMBROSIO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","0.9605263158000001"
"801","C","GAGLIARDINI","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","1.4473684211000002"
"332","C","CANDREVA","7","0","0","0","0","0","0","0","0","0","0","0","0","30","7","1.0657894736999998"
"172","C","BORJA VALERO","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.2236842105000001"
"265","C","BROZOVIC","7","0","0","0","0","0","0","0","0","1","0","0","0","30","8","2.5"
"704","C","PERISIC","7.5","1","0","0","0","0","0","0","0","1","1","0","0","30","11.5","4.5263157895"
"277","A","ICARDI","7.5","2","0","0","0","0","0","0","0","0","0","1","0","30","13.5","5.5789473684"
"288","D","CHIELLINI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.7368421053"
"285","D","BARZAGLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","1.5131578947"
"1931","D","BENATIA","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","2.5526315789"
"295","D","ASAMOAH","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.9473684211"
"299","C","KHEDIRA","7","1","0","0","0","0","0","0","0","1","0","0","0","30","11","6.0131578947"
"2306","C","MATUIDI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","0.10526315789999963"
"469","C","PJANIC","6","0","0","0","0","0","0","0","0","1","0","0","0","30","7","1.2631578947"
"2166","C","BENTANCUR","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.8947368421"
"2200","C","DOUGLAS COSTA","7","0","0","0","0","0","0","0","0","0","0","0","0","30","7","1.1052631578999996"
"697","C","CUADRADO","7","1","0","0","0","0","0","0","0","0","0","1","0","30","10","6.0263157895"
"309","A","DYBALA","7.5","1","0","0","0","0","0","0","0","1","0","0","0","30","11.5","4.2368421053"
"408","A","HIGUAIN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-1.4342105263000002"
"1934","P","STRAKOSHA","5","0","2","0","0","0","0","0","0","0","0","0","0","30","3","-2.0657894736999998"
"327","D","PATRIC","5.5","0","0","0","0","0","0","0","0","1","0","0","0","30","6.5","4.7631578947"
"2335","D","LUIZ FELIPE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.2236842105"
"2062","D","BASTOS","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.3815789474"
"322","D","DE VRIJ","7","1","0","0","0","0","0","0","0","0","0","1","0","30","10","3.5789473683999997"
"2209","C","LUCAS LEIVA","7","1","0","0","0","0","0","0","0","0","0","0","0","30","10","3.8289473683999997"
"2085","C","LUIS ALBERTO","7.5","0","0","0","0","1","0","0","0","1","1","0","0","30","11.5","4.7763157895"
"2188","C","MARUSIC","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.5789473683999997"
"645","C","MILINKOVIC-SAVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-1.0"
"342","C","PAROLO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","0.13157894740000042"
"785","A","IMMOBILE","7.5","2","0","0","0","0","0","0","0","0","0","0","0","30","13.5","5.4473684211"
"2284","A","CAICEDO","7","1","0","0","0","0","0","0","0","0","0","0","0","30","10","6.3684210526000005"
"350","P","DONNARUMMA G","6","0","3","0","0","0","0","0","0","0","0","0","0","30","3","-1.9868421053"
"357","D","CALABRIA","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.5394736841999999"
"286","D","BONUCCI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","30","9.5","3.9736842105"
"2169","D","RODRIGUEZ R","5","0","0","0","0","0","0","1","0","0","0","0","0","30","5","-0.14473684210000037"
"460","D","ROMAGNOLI A","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.3947368421000004"
"375","C","SUSO","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.3552631578999996"
"1850","C","KESSIE'","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.13157894740000042"
"372","C","MONTOLIVO","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","2.6447368421"
"2194","C","CALHANOGLU","6.5","0","0","0","0","0","0","0","0","0","1","0","0","30","6.5","0.9078947368000003"
"331","C","BIGLIA","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","1.0921052631999997"
"367","C","BONAVENTURA","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","-0.9342105263000002"
"2155","A","CUTRONE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.6447368421000004"
"387","P","REINA","6","0","1","0","0","0","0","0","0","0","0","0","0","30","5","-0.15789473680000032"
"392","D","KOULIBALY","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","-1.1973684211000002"
"142","D","MARIO RUI","6","0","0","0","0","0","0","0","0","1","0","0","0","30","7","2.8289473683999997"
"140","D","HYSAJ","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.5"
"388","D","ALBIOL","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","0.6447368421000004"
"397","C","ALLAN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-1.25"
"402","C","HAMSIK","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.6052631578999996"
"58","C","DIAWARA","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.0131578947"
"152","C","ZIELINSKI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.6447368421000004"
"409","A","INSIGNE","4.5","0","0","0","0","0","0","0","0","0","0","0","0","30","4.5","-2.5657894736999998"
"2012","A","MILIK","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","3.6973684211"
"410","A","MERTENS","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","-2.7236842105"
"406","A","CALLEJON","6.5","1","0","0","0","0","0","0","0","0","0","0","1","30","9.5","2.3815789474000004"
"2016","D","FAZIO","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.3289473683999997"
"2214","D","KOLAROV","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","0.3947368421000004"
"459","D","MANOLAS","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.25"
"467","C","NAINGGOLAN","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.3684210525999996"
"237","C","PEROTTI","6.5","0","0","0","0","0","0","0","0","1","0","0","0","30","7.5","3.1052631578999996"
"464","C","FLORENZI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","0.31578947369999977"
"1967","C","GERSON","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.0789473684000002"
"463","C","DE ROSSI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","1.9736842105"
"643","A","DEFREL","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3.6842105263"
"647","A","DZEKO","7","1","0","0","0","0","0","0","0","0","0","0","1","30","10","2.75"
"795","A","EL SHAARAWY","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","-0.8289473683999997"
"1974","A","SCHICK","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.5131578947"
"492","D","SILVESTRE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.5921052631999997"
"630","D","SALA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","3.5789473683999997"
"490","D","REGINI","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","3.8421052632"
"1868","D","MURRU","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.9868421053"
"2008","C","LINETTY","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","0.5789473683999997"
"2287","C","RAMIREZ","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.6710526316000003"
"2065","C","PRAET","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.75"
"1958","A","CAPRARI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.3421052631999997"
"568","A","QUAGLIARELLA","6.5","0","0","0","0","1","0","0","0","0","0","0","0","30","9.5","2.1973684211"
"608","A","ZAPATA D","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","0.48684210530000005"
"509","P","CONSIGLI","7.5","0","1","0","0","0","0","0","0","0","0","0","0","30","6.5","1.8684210525999996"
"513","D","ACERBI","7","0","0","0","0","0","0","0","0","0","0","0","0","30","7","1.0657894736999998"
"418","D","GOLDANIGA","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","3.3947368421"
"2318","D","ROGERIO","4.5","0","0","0","0","0","0","0","0","0","0","0","0","30","4.5","2.5394736842"
"521","D","PELUSO","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","1.2236842105"
"2006","D","LIROLA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","1.8157894737000002"
"528","C","MAGNANELLI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.1447368421000004"
"1976","C","MAZZITELLI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.9342105263"
"529","C","MISSIROLI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.3815789474000004"
"1978","C","SENSI","7","0","0","0","0","0","0","0","0","0","0","0","0","30","7","4.157894736799999"
"2213","C","CASSATA","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","4.3815789473999995"
"531","A","BERARDI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","0.8026315788999998"
"536","A","POLITANO","7.5","1","0","0","0","0","0","0","0","0","0","0","0","30","10.5","3.9473684211"
"572","P","MERET","6.5","0","1","1","0","0","0","0","0","0","0","0","0","30","8.5","6.5394736842"
"708","D","FELIPE","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","0.3552631578999996"
"817","D","COSTA F","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","1.9078947367999999"
"780","D","CIONEK","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","3.9868421053"
"2261","D","VICARI","5","0","0","0","0","0","0","0","1","0","0","0","0","30","5","-0.21052631580000014"
"726","C","VITALE","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","5.6842105263"
"27","C","GRASSI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.7631578947"
"2652","C","EVERTON LUIZ","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","4.8026315789"
"2263","C","LAZZARI M","7","1","0","0","0","0","0","1","0","0","0","0","1","30","10","4.0"
"2265","C","SCHIATTARELLA","6.5","0","0","0","0","0","0","0","0","1","0","0","0","30","7.5","2.3947368421000004"
"126","A","PALOSCHI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.01315789469999995"
"533","A","FLOCCARI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.6315789474"
"2267","A","ANTENUCCI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","-0.46052631580000014"
"2179","P","SIRIGU","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.25"
"552","D","MORETTI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","3.0921052632"
"2288","D","N'KOULOU","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","-0.5657894736999998"
"487","D","DE SILVESTRI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","0.48684210530000005"
"2192","D","BONIFAZI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","5.5526315789"
"706","D","ANSALDI","7.5","1","0","0","0","0","0","1","0","0","0","0","0","30","10.5","6.3026315789"
"555","C","ACQUAH","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","2.0657894737"
"556","C","BASELLI","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","0.7631578947"
"560","C","OBI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","30","9.5","5.5263157895"
"238","C","RINCON","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","0.8289473683999997"
"441","A","BELOTTI","6.5","0","0","0","0","0","0","0","0","1","0","0","0","30","7.5","1.7894736841999999"
"475","A","IAGO FALQUE","7.5","1","0","0","0","0","0","0","0","1","0","1","0","30","11.5","4.3815789474"
"575","D","ADNAN","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","2.3684210526"
"578","D","DANILO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","1.5657894736999998"
"2280","D","NUYTINCK","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","1.1447368421000004"
"2315","D","STRYGER LARSEN","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","1.3289473683999997"
"1952","D","ZAMPANO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","30","5.5","4.5131578947"
"599","C","PONTISSO","6","0","0","0","0","0","0","0","0","0","0","0","0","30","6","5.8421052632"
"2191","C","INGELSSON","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","3.8552631579"
"1987","C","JANKTO","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","-1.0921052631999997"
"1996","C","DE PAUL","5","0","0","0","0","0","0","1","0","0","0","0","0","30","5","-1.2763157895"
"813","C","BALIC","6.5","0","0","0","0","0","0","0","0","0","0","0","0","30","6.5","3.3552631579"
"605","A","PERICA","5","0","0","0","0","0","0","0","0","0","0","0","0","30","5","1.6710526315999998"
"2271","P","NICOLAS","6","0","3","0","0","0","0","0","1","0","0","0","0","30","3","-1.0131578947"
"621","D","ROMULO","5.5","0","0","0","0","0","0","1","0","0","0","0","0","30","5.5","-0.6973684211000002"
"45","D","FERRARI A","4","0","0","0","0","0","0","0","0","0","0","0","0","30","4","0.32894736840000016"
"633","A","FARES","6","0","0","0","0","0","0","1","0","0","0","0","0","30","6","1.7368421053"
"2160","D","GOSENS","6","0","0","0","0","0","0","0","0","0","0","0","0","31","6","2.5657894737"
"2130","D","HATEBOER","6","0","0","0","0","0","0","0","0","0","0","0","0","31","6","0.7894736841999999"
"2296","D","MANCINI G","5.5","0","0","0","0","0","0","0","0","0","0","0","0","31","5.5","3.7236842105"
"15","D","MASIELLO A","6","0","0","0","0","0","0","0","0","0","0","0","0","31","6","0.5789473683999997"
"2181","D","PALOMINO","5","0","0","0","0","0","0","0","0","0","0","0","0","31","5","0.7894736841999999"
"695","D","TOLOI","6","0","0","0","0","0","0","0","0","0","0","0","0","31","6","0.8289473683999997"
"788","C","FREULER","6","0","0","0","0","0","0","1","0","0","0","0","0","31","6","-0.13157894740000042"
"779","C","CRISTANTE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","31","5.5","-0.9868421053"
"22","C","DE ROON","6.5","0","0","0","0","1","0","0","0","0","0","0","1","31","9.5","3.9868421053"
"2719","A","BARROW","6.5","0","0","0","0","0","0","0","0","0","0","0","0","31","6.5","4.2368421053"
"26","A","GOMEZ A","6.5","0","0","0","0","0","0","0","0","0","0","0","0","31","6.5","0.43421052630000023"
"383","A","PETAGNA","5","0","0","0","0","0","0","1","0","0","0","0","0","31","5","0.06578947369999977"
"787","D","DJIMSITI","5","0","0","0","0","0","0","0","0","0","0","0","0","31","5","0.6052631578999996"
"1995","C","DJURICIC","6.5","0","0","0","0","0","0","0","0","0","0","0","0","31","6.5","3.9736842105"
"333","C","CATALDI","6","0","0","0","0","0","0","0","0","0","0","0","0","31","6","1.6052631578999996"
"2646","C","SANDRO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","31","5.5","3.1710526316"
