"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Year"
574,"P","SCUFFET",5,0,2,0,0,0,0,0,0,0,0,0,0,1,3,"2017-18"
1984,"D","ANGELLA",6,0,0,0,0,0,0,1,0,0,0,0,0,1,6,"2017-18"
770,"D","PEZZELLA GIU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
790,"D","SAMIR",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
587,"D","WAGUE",5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"2017-18"
2280,"D","NUYTINCK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
1996,"C","DE PAUL",6,0,0,0,0,0,0,0,0,1,0,0,0,1,7,"2017-18"
1986,"C","FOFANA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5,"2017-18"
626,"C","HALLFREDSSON",6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5,"2017-18"
1987,"C","JANKTO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
2302,"C","BEHRAMI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
90,"A","LASAGNA",6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,"2017-18"
605,"A","PERICA",5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,5.5,"2017-18"
606,"A","THEREAU",6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,9.5,"2017-18"
766,"ALL","DELNERI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
2271,"P","NICOLAS",5.5,0,3,0,0,0,0,0,0,0,0,0,0,1,2.5,"2017-18"
45,"D","FERRARI A",5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"2017-18"
583,"D","HEURTAUX",5,0,0,0,0,0,0,1,0,0,0,0,0,1,5,"2017-18"
621,"D","ROMULO",5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,5.5,"2017-18"
622,"D","SOUPRAYEN",4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,4.5,"2017-18"
287,"D","CACERES",4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,"2017-18"
264,"C","BESSA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5,"2017-18"
297,"C","BUCHEL",5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"2017-18"
2274,"C","VALOTI",6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,"2017-18"
632,"C","ZACCAGNI",5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"2017-18"
378,"A","CERCI",5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"2017-18"
633,"A","FARES",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
636,"A","PAZZINI",6.5,0,0,0,0,1,0,0,0,0,0,0,0,1,9.5,"2017-18"
215,"A","VERDE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
2282,"ALL","PECCHIA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,"2017-18"
316,"P","BERISHA",6,0,3,0,0,0,0,0,0,0,0,0,0,2,3,"2017-18"
2160,"D","GOSENS",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2130,"D","HATEBOER",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
15,"D","MASIELLO A",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2181,"D","PALOMINO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
695,"D","TOLOI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
28,"C","KURTIC",5.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5.5,"2017-18"
177,"C","ILICIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
788,"C","FREULER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
779,"C","CRISTANTE",6.5,1,0,0,0,0,0,0,0,0,0,0,0,2,9.5,"2017-18"
22,"C","DE ROON",5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,"2017-18"
26,"A","GOMEZ A",5.5,0,0,0,0,0,0,0,0,0,1,0,0,2,5.5,"2017-18"
2163,"A","CORNELIUS",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
383,"A","PETAGNA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
684,"ALL","GASPERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
720,"P","BELEC",6.5,0,1,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
138,"D","COSTA",4.5,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,"2017-18"
2203,"D","DI CHIARA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2241,"D","LUCIONI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2174,"D","VENUTI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
440,"C","VIOLA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
21,"C","D'ALESSANDRO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2244,"C","DEL PINTO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,2,6.5,"2017-18"
2243,"C","CICIRETTI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
333,"C","CATALDI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2246,"A","CERAVOLO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2247,"A","CISSE' K",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2190,"A","CODA M",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
281,"A","PUSCAS",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2248,"ALL","BARONI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
41,"P","MIRANTE",7,0,0,0,0,0,0,1,0,0,0,0,0,2,7,"2017-18"
49,"D","MASINA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
48,"D","MAIETTA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
50,"D","MBAYE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
461,"D","TOROSIDIS",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
615,"D","HELANDER",7,0,0,0,0,0,0,1,0,0,0,0,0,2,7,"2017-18"
224,"D","DE MAIO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
57,"C","CRISETIG",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1857,"C","DI FRANCESCO F",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
669,"C","DONSAH",7,1,0,0,0,0,0,0,0,0,0,1,0,2,10,"2017-18"
275,"C","TAIDER",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
374,"C","POLI",5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,"2017-18"
376,"C","VERDI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
472,"A","DESTRO",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
760,"ALL","DONADONI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2178,"P","CRAGNO",6,0,2,0,0,0,0,0,0,0,0,0,0,2,4,"2017-18"
1865,"D","CAPUANO",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
251,"D","ANDREOLLI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
1869,"D","PISACANE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
301,"D","PADOIN",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1874,"C","JOAO PEDRO",7,1,0,0,0,0,0,1,0,0,0,0,0,2,10,"2017-18"
627,"C","IONITA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1870,"C","BARELLA",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
2204,"C","COSSU",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
20,"C","CIGARINI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2116,"C","FARAGO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1879,"A","FARIAS",6.5,0,0,0,0,0,0,0,0,1,0,0,0,2,7.5,"2017-18"
1878,"A","COP",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1882,"A","SAU",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1883,"ALL","RASTELLI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
413,"P","SORRENTINO",5.5,0,2,0,0,0,0,0,0,0,0,0,0,2,3.5,"2017-18"
101,"D","DAINELLI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
105,"D","GOBBI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
104,"D","GAMBERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
100,"D","CESAR",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
99,"D","CACCIATORE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
111,"C","BIRSA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,2,6.5,"2017-18"
112,"C","CASTRO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2183,"C","GARRITANO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
115,"C","HETEMAJ",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
118,"C","RADOVANOVIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
156,"A","PUCCIARELLI",6.5,1,0,0,0,0,0,0,0,0,0,0,0,2,9.5,"2017-18"
127,"A","PELLISSIER",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
123,"A","INGLESE",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
680,"ALL","MARAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
1889,"P","CORDAZ",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2202,"D","CABRERA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
765,"D","AJETI",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
581,"D","FARAONI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1898,"D","SAMPIRISI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1896,"D","MARTELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1933,"C","MANDRAGORA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
772,"C","KRAGL",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
121,"C","STOIAN",5.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5.5,"2017-18"
2286,"C","CROCIATA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1901,"C","BARBERIS",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1973,"A","BUDIMIR",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
789,"A","TROTTA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
1997,"A","SIMY",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1911,"ALL","NICOLA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
4,"P","SPORTIELLO",5.5,0,2,0,0,0,0,0,0,0,0,0,0,2,3.5,"2017-18"
169,"D","TOMOVIC",4.5,0,0,0,0,0,0,1,0,0,0,0,0,2,4.5,"2017-18"
2309,"D","PEZZELLA GER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2177,"D","GASPAR B",6.5,0,0,0,0,0,0,0,0,1,0,0,0,2,7.5,"2017-18"
252,"D","BIRAGHI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
642,"D","ASTORI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
170,"C","BADELJ",6.5,1,0,0,0,0,0,1,0,0,0,0,0,2,9.5,"2017-18"
557,"C","BENASSI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2002,"C","CHIESA",5.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5.5,"2017-18"
2301,"C","GIL DIAS",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2290,"C","EYSSERIC",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2215,"C","VERETOUT",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
183,"A","BABACAR",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2061,"A","SIMEONE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
676,"ALL","PIOLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
218,"P","PERIN",7,0,4,0,0,0,0,0,0,0,0,0,0,2,3,"2017-18"
54,"D","ROSSETTINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2083,"D","BIRASCHI",5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,"2017-18"
323,"D","GENTILETTI",5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,"2017-18"
366,"C","BERTOLACCI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
2292,"C","CENTURION",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2111,"C","TAARABT",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2011,"C","MIGUEL VELOSO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
235,"C","LAXALT",5.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5.5,"2017-18"
236,"C","LAZOVIC",5.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5.5,"2017-18"
1939,"A","LAPADULA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1909,"A","PALLADINO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
245,"A","PANDEV",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
2196,"A","GALABINOV",7,0,0,0,0,1,0,0,0,0,0,0,0,2,10,"2017-18"
1924,"ALL","JURIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
250,"P","HANDANOVIC",6,0,1,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
2289,"D","DALBERT",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
253,"D","D'AMBROSIO",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
2310,"D","CANCELO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
260,"D","NAGATOMO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
257,"D","MIRANDA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
798,"D","SKRINIAR",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
704,"C","PERISIC",7.5,0,0,0,0,0,0,0,0,2,0,0,0,2,9.5,"2017-18"
2078,"C","JOAO MARIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
332,"C","CANDREVA",6,0,0,0,0,0,0,1,0,1,0,0,0,2,7,"2017-18"
172,"C","BORJA VALERO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
801,"C","GAGLIARDINI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
181,"C","VECINO",6.5,1,0,0,0,0,0,0,0,0,0,0,0,2,9.5,"2017-18"
277,"A","ICARDI",8,2,0,0,0,0,0,0,0,0,0,1,0,2,14,"2017-18"
782,"ALL","SPALLETTI",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
282,"P","BUFFON",6,0,2,0,0,0,0,0,0,0,0,0,0,2,4,"2017-18"
288,"D","CHIELLINI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
285,"D","BARZAGLI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
662,"D","ALEX SANDRO",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
294,"D","RUGANI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
292,"D","LICHTSTEINER",6,0,0,0,0,0,0,1,0,0,0,0,0,2,6,"2017-18"
299,"C","KHEDIRA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2306,"C","MATUIDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
469,"C","PJANIC",6,0,0,0,0,0,1,1,0,1,0,0,0,2,7,"2017-18"
2166,"C","BENTANCUR",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
697,"C","CUADRADO",7,1,0,0,0,0,0,1,0,0,0,1,0,2,10,"2017-18"
309,"A","DYBALA",8.5,2,0,0,0,1,0,0,0,0,0,0,0,2,17.5,"2017-18"
408,"A","HIGUAIN",6.5,0,0,0,0,0,0,0,0,1,0,0,0,2,7.5,"2017-18"
312,"A","MANDZUKIC",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
686,"ALL","ALLEGRI",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
1934,"P","STRAKOSHA",7,0,1,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
329,"D","RADU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
1999,"D","LUKAKU J",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
319,"D","BASTA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
322,"D","DE VRIJ",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2007,"D","WALLACE",6.5,0,0,0,0,0,0,1,0,0,0,0,0,2,6.5,"2017-18"
338,"C","LULIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2209,"C","LUCAS LEIVA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
2085,"C","LUIS ALBERTO",6,0,0,0,0,0,0,0,0,0,1,0,0,2,6,"2017-18"
2188,"C","MARUSIC",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
645,"C","MILINKOVIC-SAVIC",7.5,1,0,0,0,0,0,0,0,0,0,1,0,2,10.5,"2017-18"
342,"C","PAROLO",6,0,0,0,0,0,0,0,0,1,0,0,0,2,7,"2017-18"
785,"A","IMMOBILE",7,1,0,0,0,0,0,0,0,0,0,0,0,2,10,"2017-18"
2284,"A","CAICEDO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
826,"ALL","INZAGHI S",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
350,"P","DONNARUMMA G",6.5,0,1,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
286,"D","BONUCCI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
11,"D","CONTI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
356,"D","ANTONELLI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2168,"D","MUSACCHIO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2169,"D","RODRIGUEZ R",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
375,"C","SUSO",7.5,1,0,0,0,0,0,0,0,1,0,1,0,2,11.5,"2017-18"
372,"C","MONTOLIVO",5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,"2017-18"
1850,"C","KESSIE'",5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,"2017-18"
331,"C","BIGLIA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2194,"C","CALHANOGLU",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
2187,"A","BORINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2155,"A","CUTRONE",6.5,1,0,0,0,0,0,0,0,0,0,0,0,2,9.5,"2017-18"
652,"A","KALINIC",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
763,"ALL","MONTELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
387,"P","REINA",6,0,1,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
392,"D","KOULIBALY",6,0,0,0,0,0,0,1,0,0,0,0,0,2,6,"2017-18"
394,"D","MAGGIO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
390,"D","GHOULAM",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
388,"D","ALBIOL",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
397,"C","ALLAN",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
402,"C","HAMSIK",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
58,"C","DIAWARA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.5,"2017-18"
404,"C","JORGINHO",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
2076,"C","ROG",6.5,1,0,0,0,0,0,0,0,0,0,0,0,2,9.5,"2017-18"
152,"C","ZIELINSKI",7,1,0,0,0,0,0,0,0,0,0,0,0,2,10,"2017-18"
409,"A","INSIGNE",7,0,0,0,0,0,0,0,0,1,0,0,0,2,8,"2017-18"
410,"A","MERTENS",7.5,1,0,0,0,0,0,0,0,1,0,1,0,2,11.5,"2017-18"
406,"A","CALLEJON",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
688,"ALL","SARRI",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
1964,"P","ALISSON",6,0,3,0,0,0,0,0,0,0,0,0,0,2,3,"2017-18"
2016,"D","FAZIO",4.5,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,"2017-18"
459,"D","MANOLAS",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
256,"D","JUAN JESUS",4,0,0,0,0,0,0,1,0,0,0,0,0,2,4,"2017-18"
2214,"D","KOLAROV",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
467,"C","NAINGGOLAN",6.5,0,0,0,0,0,0,0,0,1,0,0,0,2,7.5,"2017-18"
470,"C","STROOTMAN",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
2201,"C","UNDER",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
237,"C","PEROTTI",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
463,"C","DE ROSSI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
643,"A","DEFREL",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
647,"A","DZEKO",7,1,0,0,0,0,0,0,0,0,0,0,0,2,10,"2017-18"
795,"A","EL SHAARAWY",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
778,"A","TUMMINELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
691,"ALL","DI FRANCESCO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
483,"P","PUGGIONI",6,0,1,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
490,"D","REGINI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
630,"D","SALA",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
492,"D","SILVESTRE",6.5,0,0,0,0,0,0,1,0,0,0,0,0,2,6.5,"2017-18"
1868,"D","MURRU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
1895,"D","FERRARI G",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2104,"D","BERESZYNSKI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
775,"C","ALVAREZ R",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2008,"C","LINETTY",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
1972,"C","TORREIRA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,2,6.5,"2017-18"
2287,"C","RAMIREZ",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
2065,"C","PRAET",6,0,0,0,0,0,0,1,0,0,0,0,0,2,6,"2017-18"
568,"A","QUAGLIARELLA",7,0,0,0,0,1,0,1,0,0,0,1,0,2,10,"2017-18"
1958,"A","CAPRARI",6.5,1,0,0,0,0,0,0,0,0,0,0,0,2,9.5,"2017-18"
681,"ALL","GIAMPAOLO",7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"2017-18"
509,"P","CONSIGLI",6,0,3,0,0,0,0,0,0,0,0,0,0,2,3,"2017-18"
519,"D","GAZZOLA",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
516,"D","CANNAVARO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
513,"D","ACERBI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
824,"D","ADJAPONG",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2006,"D","LIROLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
528,"C","MAGNANELLI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
529,"C","MISSIROLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,"2017-18"
1978,"C","SENSI",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
526,"C","DUNCAN",4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"2017-18"
532,"A","FALCINELLI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
531,"A","BERARDI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
2073,"A","RAGUSA",5.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5.5,"2017-18"
536,"A","POLITANO",6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"2017-18"
2254,"ALL","BUCCHI",5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"2017-18"
540,"P","GOMIS A",5.5,0,2,0,0,0,0,0,0,0,0,0,0,2,3.5,"2017-18"
