"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation"
475,"A","IAGO FALQUE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
1839,"A","EDERA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
2647,"ALL","MAZZARRI",7,0,0,0,0,0,0,0,0,0,0,0,0,31,7
95,"P","BIZZARRI",5.5,0,2,0,0,0,0,0,0,0,0,0,0,31,3.5
575,"D","ADNAN",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
578,"D","DANILO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
2280,"D","NUYTINCK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
2315,"D","STRYGER LARSEN",6,0,0,0,0,0,0,0,0,1,0,0,0,31,7
790,"D","SAMIR",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
588,"D","WIDMER",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
1996,"C","DE PAUL",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
2172,"C","BARAK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
813,"C","BALIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
2191,"C","INGELSSON",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
1987,"C","JANKTO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
90,"A","LASAGNA",6.5,1,0,0,0,0,0,0,0,0,0,0,0,31,9.5
566,"A","MAXI LOPEZ",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
1963,"ALL","ODDO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
2271,"P","NICOLAS",7,0,0,0,0,0,0,0,0,0,0,0,0,31,7
621,"D","ROMULO",7,0,0,0,0,1,0,0,0,0,0,1,0,31,10
622,"D","SOUPRAYEN",5,0,0,0,0,0,0,1,0,0,0,0,0,31,5
45,"D","FERRARI A",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
612,"D","BIANCHETTI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,31,6.5
2273,"D","CARACCIOLO A",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
2656,"D","VUKOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5
61,"C","ZUCULINI F",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5
2661,"C","AARONS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5
1992,"C","FOSSATI",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6
2274,"C","VALOTI",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6
767,"A","TUPTA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
633,"A","FARES",6.5,0,0,0,0,0,0,1,0,0,0,0,0,31,6.5
378,"A","CERCI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6
2282,"ALL","PECCHIA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5
316,"P","BERISHA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
1847,"D","CALDARA",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2197,"D","CASTAGNE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2160,"D","GOSENS",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2130,"D","HATEBOER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2296,"D","MANCINI G",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
15,"D","MASIELLO A",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
695,"D","TOLOI",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
788,"C","FREULER",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
779,"C","CRISTANTE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
22,"C","DE ROON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
26,"A","GOMEZ A",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2163,"A","CORNELIUS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2719,"A","BARROW",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
684,"ALL","GASPERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
483,"P","PUGGIONI",6.5,0,2,0,0,0,0,0,0,0,0,0,0,32,4.5
2720,"D","SAGNA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2662,"D","TOSCA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
74,"D","LETIZIA",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
787,"D","DJIMSITI",4.5,0,0,0,0,0,0,0,0,0,0,0,0,32,4.5
2174,"D","VENUTI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
1995,"C","DJURICIC",6.5,0,0,0,0,0,0,0,0,1,0,0,0,32,7.5
2645,"C","GUILHERME",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
333,"C","CATALDI",6.5,0,0,0,0,0,0,1,0,1,0,0,0,32,7.5
2646,"C","SANDRO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
1982,"A","PARIGINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2317,"A","BRIGNOLA",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
2086,"A","IEMMELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2649,"A","DIABATE'",7.5,2,0,0,0,0,0,0,0,0,0,0,1,32,13.5
2093,"ALL","DE ZERBI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
41,"P","MIRANTE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
49,"D","MASINA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
50,"D","MBAYE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
615,"D","HELANDER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
224,"D","DE MAIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
1857,"C","DI FRANCESCO F",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
713,"C","DZEMAILI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
57,"C","CRISETIG",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
1859,"C","NAGY",6.5,1,0,0,0,0,0,0,0,0,0,0,0,32,9.5
376,"C","VERDI",7,1,0,0,0,0,0,0,0,1,0,1,0,32,11
374,"C","POLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
644,"C","PULGAR",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
280,"A","PALACIO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
472,"A","DESTRO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
760,"ALL","DONADONI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2178,"P","CRAGNO",6,0,1,0,0,0,0,0,0,0,0,0,0,32,5
1866,"D","CEPPITELLI",7,1,0,0,0,0,0,0,0,0,0,1,0,32,10
455,"D","CASTAN",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
301,"D","PADOIN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2037,"D","MIANGUE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
1869,"D","PISACANE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
627,"C","IONITA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2204,"C","COSSU",6.5,0,0,0,0,0,0,0,0,0,1,0,0,32,6.5
20,"C","CIGARINI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
1870,"C","BARELLA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
2116,"C","FARAGO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2654,"A","CETER",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
247,"A","PAVOLETTI",7,1,0,0,0,0,0,0,0,0,0,0,0,32,10
1882,"A","SAU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2125,"ALL","LOPEZ D",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
413,"P","SORRENTINO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
169,"D","TOMOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2208,"D","JAROSZYNSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2141,"D","DEPAOLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
99,"D","CACCIATORE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2285,"D","BANI",5.5,0,0,0,0,0,0,0,1,0,0,0,0,32,5.5
2072,"C","BASTIEN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
111,"C","BIRSA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
112,"C","CASTRO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
115,"C","HETEMAJ",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
118,"C","RADOVANOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
119,"C","RIGONI N",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2327,"A","STEPINSKI",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
123,"A","INGLESE",5,0,0,0,0,0,0,1,0,0,0,0,0,32,5
680,"ALL","MARAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
1889,"P","CORDAZ",6.5,0,1,0,0,0,0,0,0,0,0,0,0,32,5.5
1891,"D","CECCHERINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
765,"D","AJETI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
581,"D","FARAONI",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
1896,"D","MARTELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
1898,"D","SAMPIRISI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
121,"C","STOIAN",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
1933,"C","MANDRAGORA",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
2665,"C","DIABY",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
1901,"C","BARBERIS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
789,"A","TROTTA",5,0,0,0,0,0,0,1,0,0,0,0,0,32,5
778,"A","TUMMINELLO",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
1997,"A","SIMY",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
2013,"A","RICCI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
690,"ALL","ZENGA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
4,"P","SPORTIELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2165,"D","VITOR HUGO",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
2164,"D","MILENKOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2309,"D","PEZZELLA GER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
252,"D","BIRAGHI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2002,"C","CHIESA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
557,"C","BENASSI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2301,"C","GIL DIAS",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2659,"C","DABO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2290,"C","EYSSERIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2215,"C","VERETOUT",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
150,"C","SAPONARA",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2061,"A","SIMEONE",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
532,"A","FALCINELLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
676,"ALL","PIOLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
218,"P","PERIN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
729,"D","PEREIRA P",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
54,"D","ROSSETTINI",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
78,"D","SPOLLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
493,"D","ZUKANOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2658,"C","MEDEIROS",7,0,0,0,0,0,0,1,0,1,0,0,0,32,8
235,"C","LAXALT",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
236,"C","LAZOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
433,"C","HILJEMARK",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
366,"C","BERTOLACCI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
264,"C","BESSA",7,1,0,0,0,0,0,0,0,0,0,1,0,32,10
232,"C","COFIE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2196,"A","GALABINOV",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
245,"A","PANDEV",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
762,"ALL","BALLARDINI",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
250,"P","HANDANOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
253,"D","D'AMBROSIO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2310,"D","CANCELO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
257,"D","MIRANDA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
798,"D","SKRINIAR",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
262,"D","SANTON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2655,"C","RAFINHA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
704,"C","PERISIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
172,"C","BORJA VALERO",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
801,"C","GAGLIARDINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
277,"A","ICARDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
506,"A","EDER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2325,"A","KARAMOH",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
782,"ALL","SPALLETTI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
282,"P","BUFFON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
288,"D","CHIELLINI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
295,"D","ASAMOAH",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2322,"D","HOWEDES",6.5,1,0,0,0,0,0,1,0,0,0,0,0,32,9.5
294,"D","RUGANI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
469,"C","PJANIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
305,"C","STURARO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
299,"C","KHEDIRA",7,1,0,0,0,0,0,0,0,0,0,0,0,32,10
2306,"C","MATUIDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2200,"C","DOUGLAS COSTA",7.5,0,0,0,0,0,0,0,0,3,0,0,0,32,10.5
697,"C","CUADRADO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2166,"C","BENTANCUR",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
309,"A","DYBALA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
312,"A","MANDZUKIC",7,1,0,0,0,0,0,0,0,0,0,1,0,32,10
686,"ALL","ALLEGRI",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
1934,"P","STRAKOSHA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
329,"D","RADU",5,0,0,0,0,0,0,0,1,0,0,0,0,32,5
2335,"D","LUIZ FELIPE",7,0,0,0,0,0,0,1,0,0,0,0,0,32,7
1999,"D","LUKAKU J",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2062,"D","BASTOS",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
322,"D","DE VRIJ",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
335,"C","FELIPE ANDERSON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
338,"C","LULIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2209,"C","LUCAS LEIVA",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2085,"C","LUIS ALBERTO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2188,"C","MARUSIC",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
645,"C","MILINKOVIC-SAVIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
342,"C","PAROLO",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
785,"A","IMMOBILE",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
826,"ALL","INZAGHI S",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
350,"P","DONNARUMMA G",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
357,"D","CALABRIA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2168,"D","MUSACCHIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2169,"D","RODRIGUEZ R",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
365,"D","ZAPATA C",7,0,0,0,0,0,0,1,0,0,0,0,0,32,7
375,"C","SUSO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
1850,"C","KESSIE'",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
827,"C","LOCATELLI M",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2194,"C","CALHANOGLU",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
367,"C","BONAVENTURA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
331,"C","BIGLIA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2175,"A","ANDRE' SILVA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
652,"A","KALINIC",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
2641,"ALL","GATTUSO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
387,"P","REINA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
392,"D","KOULIBALY",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
394,"D","MAGGIO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
140,"D","HYSAJ",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
388,"D","ALBIOL",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
397,"C","ALLAN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
402,"C","HAMSIK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
404,"C","JORGINHO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2076,"C","ROG",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
152,"C","ZIELINSKI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2012,"A","MILIK",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
410,"A","MERTENS",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
409,"A","INSIGNE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
406,"A","CALLEJON",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
688,"ALL","SARRI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
1964,"P","ALISSON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
546,"D","BRUNO PERES",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2016,"D","FAZIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
256,"D","JUAN JESUS",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
2214,"D","KOLAROV",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
459,"D","MANOLAS",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
467,"C","NAINGGOLAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
470,"C","STROOTMAN",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
463,"C","DE ROSSI",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
464,"C","FLORENZI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2201,"C","UNDER",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
795,"A","EL SHAARAWY",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
647,"A","DZEKO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
1974,"A","SCHICK",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
691,"ALL","DI FRANCESCO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
484,"P","VIVIANO",6,0,3,0,0,0,0,0,0,0,0,0,0,32,3
1895,"D","FERRARI G",4,0,0,0,0,0,0,0,0,0,0,0,0,32,4
490,"D","REGINI",4.5,0,0,0,0,0,0,0,0,0,0,0,0,32,4.5
492,"D","SILVESTRE",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
630,"D","SALA",4.5,0,0,0,0,0,0,0,0,0,0,0,0,32,4.5
2287,"C","RAMIREZ",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2065,"C","PRAET",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
1972,"C","TORREIRA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
600,"C","VERRE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
494,"C","BARRETO E",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
1958,"A","CAPRARI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
568,"A","QUAGLIARELLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2198,"A","KOWNACKI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
608,"A","ZAPATA D",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
681,"ALL","GIAMPAOLO",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
509,"P","CONSIGLI",6,0,2,0,0,0,0,0,0,0,0,0,0,32,4
510,"P","PEGOLO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
521,"D","PELUSO",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2318,"D","ROGERIO",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
513,"D","ACERBI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
824,"D","ADJAPONG",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
517,"D","DELL'ORCO",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
2213,"C","CASSATA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
528,"C","MAGNANELLI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5
529,"C","MISSIROLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
1976,"C","MAZZITELLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
536,"A","POLITANO",8,2,0,0,0,0,0,0,0,0,0,0,0,32,14
183,"A","BABACAR",7,0,0,0,0,0,0,0,0,2,0,0,0,32,9
531,"A","BERARDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
689,"ALL","IACHINI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
572,"P","MERET",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
106,"D","MATTIELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2261,"D","VICARI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
708,"D","FELIPE",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7
780,"D","CIONEK",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
817,"D","COSTA F",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2652,"C","EVERTON LUIZ",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
726,"C","VITALE",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2266,"C","SCHIAVON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2263,"C","LAZZARI M",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
631,"C","VIVIANI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
126,"A","PALOSCHI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
533,"A","FLOCCARI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2267,"A","ANTENUCCI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
2269,"ALL","SEMPLICI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2179,"P","SIRIGU",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
552,"D","MORETTI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
2288,"D","N'KOULOU",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
487,"D","DE SILVESTRI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
1979,"D","BARRECA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
706,"D","ANSALDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
222,"D","BURDISSO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2192,"D","BONIFAZI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
556,"C","BASELLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
238,"C","RINCON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
478,"A","LJAJIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
441,"A","BELOTTI",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
1839,"A","EDERA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
475,"A","IAGO FALQUE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2647,"ALL","MAZZARRI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6
95,"P","BIZZARRI",6,0,2,0,0,0,0,0,0,0,0,0,0,32,4
575,"D","ADNAN",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5
578,"D","DANILO",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
2280,"D","NUYTINCK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
790,"D","SAMIR",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
2315,"D","STRYGER LARSEN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5
1987,"C","JANKTO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
1996,"C","DE PAUL",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
626,"C","HALLFREDSSON",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5
1986,"C","FOFANA",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6
813,"C","BALIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5
